id,number,name_en,type_element,rarity,expansion
1343,23/165,Pidgeot,Colorless,Rare Holo,Expedition Base Set
1344,59/165,Pidgeot,Colorless,Rare,Expedition Base Set
1345,10/112,Pidgeot,Colorless,Rare Holo,EX FireRed and Leaf Green
1346,35/132,Pidgeot,Colorless,Rare,Secret Wonders
1347,29/102,Pidgeot,Colorless,Rare,Triumphant
1348,30/95,Pidgeot,Colorless,Rare,Call of Legends
1349,34/110,Pidgeotto,Colorless,Rare,Legendary Collection
1350,88/165,Pidgeotto,Colorless,Uncommon,Expedition Base Set
1351,45/112,Pidgeotto,Colorless,Uncommon,EX FireRed and Leaf Green
1352,58/132,Pidgeotto,Colorless,Uncommon,Secret Wonders
1353,47/102,Pidgeotto,Colorless,Uncommon,Triumphant
1354,48/95,Pidgeotto,Colorless,Uncommon,Call of Legends
1355,85/110,Pidgey,Colorless,Common,Legendary Collection
1356,123/165,Pidgey,Colorless,Common,Expedition Base Set
1357,73/112,Pidgey,Colorless,Common,EX FireRed and Leaf Green
1358,99/132,Pidgey,Colorless,Common,Secret Wonders
1359,71/102,Pidgey,Colorless,Common,Triumphant
1360,67/95,Pidgey,Colorless,Common,Call of Legends
1361,84/114,Pidove,Colorless,Common,Black White
1362,80/98,Pidove,Colorless,Common,Emerging Powers
1363,78/105,Porygon,Colorless,Common,Neo Destiny
1364,103a/147,Porygon,Colorless,Common,Aquapolis
1365,103b/147,Porygon,Colorless,Common,Aquapolis
1366,47/112,Porygon,Colorless,Uncommon,EX FireRed and Leaf Green
1367,69/115,Porygon,Colorless,Common,EX Unseen Forces
1368,80/113,Porygon,Colorless,Common,EX Delta Species
1369,81/106,Porygon,Colorless,Common,Great Encounters
1370,73/102,Porygon,Colorless,Common,Triumphant
1371,6/106,Porygon-Z,Colorless,Rare Holo,Great Encounters
1372,7/102,Porygon-Z,Colorless,Rare Holo,Triumphant
1373,100/100,Porygon-Z LV.X,Colorless,Rare Holo LV.X,Majestic Dawn
1374,26/99,Porygon-Z Pokémon G,Colorless,Rare,Arceus
1375,28/147,Porygon2,Colorless,Rare,Aquapolis
1376,12/115,Porygon2,Colorless,Rare Holo,EX Unseen Forces
1377,25/113,Porygon2,Colorless,Rare,EX Delta Species
1378,49/106,Porygon2,Colorless,Uncommon,Great Encounters
1379,49/102,Porygon2,Colorless,Uncommon,Triumphant
1380,36/130,Purugly,Colorless,Rare,Diamond and Pearl
1381,50/106,Purugly,Colorless,Uncommon,Great Encounters
1382,88/127,Purugly Pokémon G,Colorless,Common,Platinum
1383,61/110,Raticate,Colorless,Uncommon,Legendary Collection
1384,89/144,Raticate,Colorless,Common,Skyridge
1385,48/112,Raticate,Colorless,Uncommon,EX FireRed and Leaf Green
1386,61/132,Raticate,Colorless,Uncommon,Secret Wonders
1387,29/99,Raticate,Colorless,Rare,Arceus
1388,34/90,Raticate,Colorless,Uncommon,Undaunted
1389,78/147,Raticate Pokémon G,Colorless,Uncommon,Supreme Victors
1390,89/110,Rattata,Colorless,Common,Legendary Collection
1391,128/165,Rattata,Colorless,Common,Expedition Base Set
1392,90/144,Rattata,Colorless,Common,Skyridge
1393,77/112,Rattata,Colorless,Common,EX FireRed and Leaf Green
1394,71/109,Rattata,Colorless,Common,EX Team Rocket Returns
1395,72/109,Rattata,Colorless,Common,EX Team Rocket Returns
1396,103/132,Rattata,Colorless,Common,Secret Wonders
1397,73/99,Rattata,Colorless,Common,Arceus
1398,64/90,Rattata,Colorless,Common,Undaunted
1399,22/107,Rayquaza,Colorless,Rare,EX Deoxys
1400,9/106,Rayquaza,Colorless,Rare Holo,EX Emerald
1401,14/146,Rayquaza,Colorless,Rare Holo,Legends Awakened
1402,20/95,Rayquaza,Colorless,Rare Holo,Call of Legends
1403,SL10,Rayquaza,Colorless,ShinyRare Holo,Call of Legends
1404,97/97,Rayquaza ex,Colorless,Rare Holo ex,EX Dragon
1405,102/107,Rayquaza ex,Colorless,Rare Holo ex,EX Deoxys
1406,8/147,Rayquaza Pokémon C,Colorless,Rare Holo,Supreme Victors
1407,146/147,Rayquaza Pokémon C LV.X,Colorless,Rare Holo LV.X,Supreme Victors
1408,107/107,Rayquaza Star,Colorless,ShinyRare Holo,EX Deoxys
1409,15/146,Regigigas,Colorless,Rare Holo,Legends Awakened
1410,37/146,Regigigas,Colorless,Rare,Legends Awakened
1411,9/100,Regigigas,Colorless,Rare Holo,Stormfront
1412,100/100,Regigigas LV.X,Colorless,Rare Holo LV.X,Stormfront
1413,9/147,Regigigas Pokémon FB,Colorless,Rare Holo,Supreme Victors
1414,86/98,Rufflet,Colorless,Common,Emerging Powers
1415,87/98,Rufflet,Colorless,Common,Emerging Powers
1416,10/97,Salamence,Colorless,Rare Holo,EX Dragon
1417,19/97,Salamence,Colorless,Rare,EX Dragon
1418,18/132,Salamence,Colorless,Rare Holo,Secret Wonders
1419,24/100,Salamence,Colorless,Rare,Stormfront
1420,8/99,Salamence,Colorless,Rare Holo,Arceus
1421,103/107,Salamence ex,Colorless,Rare Holo ex,EX Deoxys
1422,96/108,Salamence ex,Colorless,Rare Holo ex,EX Power Keepers
1423,98/99,Salamence LV.X,Colorless,Rare Holo LV.X,Arceus
1424,62/101,Seel δ,Colorless,Common,EX Dragon Frontiers
1425,107/147,Sentret,Colorless,Common,Aquapolis
1426,75/109,Sentret,Colorless,Common,EX Team Rocket Returns
1427,62/92,Sentret,Colorless,Common,EX Legend Maker
1428,104/132,Sentret,Colorless,Common,Secret Wonders
1429,80/123,Sentret,Colorless,Common,HeartGold SoulSilver
1430,20/97,Shelgon,Colorless,Rare,EX Dragon
1431,41/97,Shelgon,Colorless,Uncommon,EX Dragon
1432,42/97,Shelgon,Colorless,Uncommon,EX Dragon
1433,45/107,Shelgon,Colorless,Uncommon,EX Deoxys
1434,39/108,Shelgon,Colorless,Uncommon,EX Power Keepers
1435,64/132,Shelgon,Colorless,Uncommon,Secret Wonders
1436,50/100,Shelgon,Colorless,Uncommon,Stormfront
1437,48/99,Shelgon,Colorless,Uncommon,Arceus
1438,110/105,Shining Noctowl,Colorless,Shining Holo,Neo Destiny
1439,44/109,Skitty,Colorless,Uncommon,EX Ruby and Sapphire
1440,70/109,Skitty,Colorless,Common,EX Ruby and Sapphire
1441,71/109,Skitty,Colorless,Common,EX Ruby and Sapphire
1442,79/100,Skitty,Colorless,Common,EX Sandstorm
1443,64/92,Skitty,Colorless,Common,EX Legend Maker
1444,41/100,Skitty,Colorless,Uncommon,EX Crystal Guardians
1445,62/108,Skitty,Colorless,Common,EX Power Keepers
1446,119/146,Skitty,Colorless,Common,Legends Awakened
1447,93/127,Skitty,Colorless,Common,Platinum
1448,12/109,Slaking,Colorless,Rare Holo,EX Ruby and Sapphire
1449,15/107,Slaking,Colorless,Rare Holo,EX Deoxys
1450,13/108,Slaking,Colorless,Rare Holo,EX Power Keepers
1451,34/123,Slaking,Colorless,Rare,Mysterious Treasures
1452,16/127,Slaking,Colorless,Rare Holo,Platinum
1453,45/109,Slakoth,Colorless,Uncommon,EX Ruby and Sapphire
1454,80/100,Slakoth,Colorless,Common,EX Sandstorm
1455,73/107,Slakoth,Colorless,Common,EX Deoxys
1456,63/108,Slakoth,Colorless,Common,EX Power Keepers
1457,99/123,Slakoth,Colorless,Common,Mysterious Treasures
1458,95/127,Slakoth,Colorless,Common,Platinum
1459,109/147,Smeargle,Colorless,Common,Aquapolis
1460,48/115,Smeargle,Colorless,Uncommon,EX Unseen Forces
1461,66/132,Smeargle,Colorless,Uncommon,Secret Wonders
1462,8/90,Smeargle,Colorless,Rare Holo,Undaunted
1463,21/95,Smeargle,Colorless,Rare Holo,Call of Legends
1464,64/110,Snorlax,Colorless,Uncommon,Legendary Collection
1465,100/144,Snorlax,Colorless,Common,Skyridge
1466,15/112,Snorlax,Colorless,Rare Holo,EX FireRed and Leaf Green
1467,37/130,Snorlax,Colorless,Rare,Diamond and Pearl
1468,33/111,Snorlax,Colorless,Rare,Rising Rivals
1469,81/111,Snorlax,Colorless,Common,Rising Rivals
1470,33/95,Snorlax,Colorless,Rare,Call of Legends
1471,111/111,Snorlax LV.X,Colorless,Rare Holo LV.X,Rising Rivals
1472,101/144,Snubbull,Colorless,Common,Skyridge
1473,74/115,Snubbull,Colorless,Common,EX Unseen Forces
1474,84/106,Snubbull,Colorless,Common,Great Encounters
1475,82/123,Snubbull,Colorless,Common,HeartGold SoulSilver
1476,71/95,Snubbull,Colorless,Common,Call of Legends
1477,94/110,Spearow,Colorless,Common,Legendary Collection
1478,130/165,Spearow,Colorless,Common,Expedition Base Set
1479,81/100,Spearow,Colorless,Common,EX Sandstorm
1480,81/112,Spearow,Colorless,Common,EX FireRed and Leaf Green
1481,61/100,Spearow,Colorless,Common,EX Crystal Guardians
1482,74/100,Spearow,Colorless,Common,Majestic Dawn
1483,62/95,Spearow,Colorless,Common,Unleashed
1484,48/101,Spinda,Colorless,Uncommon,EX Hidden Legends
1485,26/92,Spinda,Colorless,Rare,EX Legend Maker
1486,111/132,Spinda,Colorless,Common,Secret Wonders
1487,46/147,Spinda,Colorless,Rare,Supreme Victors
1488,102/144,Stantler,Colorless,Common,Skyridge
1489,32/115,Stantler,Colorless,Rare,EX Unseen Forces
1490,113/132,Stantler,Colorless,Common,Secret Wonders
1491,64/95,Stantler,Colorless,Common,Unleashed
1492,16/130,Staraptor,Colorless,Rare Holo,Diamond and Pearl
1493,27/100,Staraptor,Colorless,Rare,Stormfront
1494,11/147,Staraptor Pokémon FB,Colorless,Rare Holo,Supreme Victors
1495,147/147,Staraptor Pokémon FB LV.X,Colorless,Rare Holo LV.X,Supreme Victors
1496,64/130,Staravia,Colorless,Uncommon,Diamond and Pearl
1497,47/100,Staravia,Colorless,Uncommon,Majestic Dawn
1498,52/100,Staravia,Colorless,Uncommon,Stormfront
1499,85/147,Staravia,Colorless,Uncommon,Supreme Victors
1500,101/130,Starly,Colorless,Common,Diamond and Pearl
1501,75/100,Starly,Colorless,Common,Majestic Dawn
1502,75/100,Starly,Colorless,Common,Stormfront
1503,129/147,Starly,Colorless,Common,Supreme Victors
1504,83/114,Stoutland,Colorless,Rare,Black White
1505,75/97,Swablu,Colorless,Common,EX Dragon
1506,79/107,Swablu,Colorless,Common,EX Deoxys
1507,67/106,Swablu,Colorless,Common,EX Emerald
1508,66/108,Swablu,Colorless,Common,EX Power Keepers
1509,86/106,Swablu,Colorless,Common,Great Encounters
1510,97/127,Swablu,Colorless,Common,Platinum
1511,SH5,Swablu,Colorless,Rare Holo,Platinum
1512,78/102,Swablu,Colorless,Common,Triumphant
1513,46/109,Swellow,Colorless,Uncommon,EX Ruby and Sapphire
1514,45/97,Swellow,Colorless,Uncommon,EX Dragon
1515,49/107,Swellow,Colorless,Uncommon,EX Deoxys
1516,41/106,Swellow,Colorless,Uncommon,EX Emerald
1517,32/113,Swellow,Colorless,Rare,EX Delta Species
1518,73/146,Swellow,Colorless,Uncommon,Legends Awakened
1519,72/109,Taillow,Colorless,Common,EX Ruby and Sapphire
1520,76/97,Taillow,Colorless,Common,EX Dragon
1521,80/107,Taillow,Colorless,Common,EX Deoxys
1522,68/106,Taillow,Colorless,Common,EX Emerald
1523,86/113,Taillow,Colorless,Common,EX Delta Species
1524,124/146,Taillow,Colorless,Common,Legends Awakened
1525,65/110,Tauros,Colorless,Uncommon,Legendary Collection
1526,133/165,Tauros,Colorless,Common,Expedition Base Set
1527,16/112,Tauros,Colorless,Rare Holo,EX FireRed and Leaf Green
1528,12/100,Tauros,Colorless,Rare Holo,EX Crystal Guardians
1529,74/146,Tauros,Colorless,Uncommon,Legends Awakened
1530,98/127,Tauros,Colorless,Common,Platinum
1531,41/95,Tauros,Colorless,Uncommon,Unleashed
1532,23/95,Team Magma's Zangoose,Colorless,Rare,EX Team Magma VS Team Aqua
1533,109/144,Teddiursa,Colorless,Common,Skyridge
1534,77/115,Teddiursa,Colorless,Common,EX Unseen Forces
1535,105/123,Teddiursa,Colorless,Common,Mysterious Treasures
1536,65/95,Teddiursa,Colorless,Common,Unleashed
1537,73/95,Teddiursa,Colorless,Common,Call of Legends
1538,11/106,Togekiss,Colorless,Rare Holo,Great Encounters
1539,9/90,Togekiss,Colorless,Rare Holo,Undaunted
1540,86/147,Togekiss Pokémon C,Colorless,Uncommon,Supreme Victors
1541,114/147,Togepi,Colorless,Common,Aquapolis
1542,78/101,Togepi,Colorless,Common,EX Hidden Legends
1543,50/109,Togepi,Colorless,Uncommon,EX Team Rocket Returns
1544,88/106,Togepi,Colorless,Common,Great Encounters
1545,70/90,Togepi,Colorless,Common,Undaunted
1546,H27/H32,Togetic,Colorless,Rare Holo,Aquapolis
1547,39/147,Togetic,Colorless,Rare,Aquapolis
1548,14/109,Togetic,Colorless,Rare Holo,EX Team Rocket Returns
1549,55/106,Togetic,Colorless,Uncommon,Great Encounters
1550,39/90,Togetic,Colorless,Uncommon,Undaunted
1551,89/98,Tornadus,Colorless,Rare Holo,Emerging Powers
1552,98/98,Tornadus,Colorless,Rare Ultra,Emerging Powers
1553,85/114,Tranquill,Colorless,Uncommon,Black White
1554,81/98,Tranquill,Colorless,Uncommon,Emerging Powers
1555,86/114,Unfezant,Colorless,Rare,Black White
1556,82/98,Unfezant,Colorless,Rare,Emerging Powers
1557,110/144,Ursaring,Colorless,Common,Skyridge
1558,18/115,Ursaring,Colorless,Rare Holo,EX Unseen Forces
1559,38/123,Ursaring,Colorless,Rare,Mysterious Treasures
1560,27/95,Ursaring,Colorless,Rare,Unleashed
1561,89/95,Ursaring,Colorless,SuperRare Holo,Unleashed
1562,37/95,Ursaring,Colorless,Rare,Call of Legends
1563,22/97,Vibrava,Colorless,Rare,EX Dragon
1564,46/97,Vibrava,Colorless,Uncommon,EX Dragon
1565,47/97,Vibrava,Colorless,Uncommon,EX Dragon
1566,46/92,Vibrava,Colorless,Uncommon,EX Legend Maker
1567,40/108,Vibrava,Colorless,Uncommon,EX Power Keepers
1568,53/111,Vibrava,Colorless,Uncommon,Rising Rivals
1569,47/109,Vigoroth,Colorless,Uncommon,EX Ruby and Sapphire
1570,52/100,Vigoroth,Colorless,Uncommon,EX Sandstorm
1571,50/107,Vigoroth,Colorless,Uncommon,EX Deoxys
1572,41/108,Vigoroth,Colorless,Uncommon,EX Power Keepers
1573,68/123,Vigoroth,Colorless,Uncommon,Mysterious Treasures
1574,64/127,Vigoroth,Colorless,Uncommon,Platinum
1575,79/114,Watchog,Colorless,Uncommon,Black White
1576,79/98,Watchog,Colorless,Uncommon,Emerging Powers
1577,82/101,Whismur,Colorless,Common,EX Hidden Legends
1578,73/106,Whismur,Colorless,Common,EX Emerald
1579,69/100,Whismur,Colorless,Common,EX Crystal Guardians
1580,94/106,Whismur,Colorless,Common,Great Encounters
1581,132/147,Whismur,Colorless,Common,Supreme Victors
1582,34/144,Wigglytuff,Colorless,Rare,Skyridge
1583,52/112,Wigglytuff,Colorless,Uncommon,EX FireRed and Leaf Green
1584,13/100,Wigglytuff,Colorless,Rare Holo,EX Crystal Guardians
1585,32/106,Wigglytuff,Colorless,Rare,Great Encounters
1586,56/123,Wigglytuff,Colorless,Uncommon,HeartGold SoulSilver
1587,101/101,Wigglytuff ex,Colorless,Rare Holo ex,EX Hidden Legends
1588,14/100,Zangoose,Colorless,Rare Holo,EX Sandstorm
1589,21/106,Zangoose,Colorless,Rare,EX Emerald
1590,34/110,Zangoose,Colorless,Rare,EX Holon Phantoms
1591,25/108,Zangoose,Colorless,Rare,EX Power Keepers
1592,59/106,Zangoose,Colorless,Uncommon,Great Encounters
1593,66/127,Zangoose,Colorless,Uncommon,Platinum
1594,39/95,Zangoose,Colorless,Rare,Call of Legends
1595,79/109,Zigzagoon,Colorless,Common,EX Ruby and Sapphire
1596,85/100,Zigzagoon,Colorless,Common,EX Sandstorm
1597,74/106,Zigzagoon,Colorless,Common,EX Emerald
1598,96/106,Zigzagoon,Colorless,Common,Great Encounters
1599,145/147,Boost Energy,Colorless E,Uncommon,Aquapolis
1600,93/107,Boost Energy,Colorless E,Uncommon,EX Deoxys
1601,98/115,Boost Energy,Colorless E,Uncommon,EX Unseen Forces
1602,87/101,Boost Energy,Colorless E,Uncommon,EX Dragon Frontiers
1603,142/144,Bounce Energy,Colorless E,Uncommon,Skyridge
1604,92/100,Call Energy,Colorless E,Uncommon,Majestic Dawn
1605,146/147,Crystal Energy,Colorless E,Uncommon,Aquapolis
1606,143/144,Cyclone Energy,Colorless E,Uncommon,Skyridge
1607,99/115,Cyclone Energy,Colorless E,Uncommon,EX Unseen Forces
1608,90/108,Cyclone Energy,Colorless E,Uncommon,EX Power Keepers
1609,94/100,Cyclone Energy,Colorless E,Uncommon,Stormfront
1610,103/123,Double Colorless Energy,Colorless E,Uncommon,HeartGold SoulSilver
1611,100/110,Full Heal Energy,Colorless E,Uncommon,Legendary Collection
1612,94/107,Heal Energy,Colorless E,Uncommon,EX Deoxys
1613,94/100,Health Energy,Colorless E,Uncommon,Majestic Dawn
1614,104/113,Holon Energy FF,Colorless E,Rare,EX Delta Species
1615,84/101,Holon Energy FF,Colorless E,Rare,EX Dragon Frontiers
1616,105/113,Holon Energy GL,Colorless E,Rare,EX Delta Species
1617,85/101,Holon Energy GL,Colorless E,Rare,EX Dragon Frontiers
1618,106/113,Holon Energy WP,Colorless E,Rare,EX Delta Species
1619,86/101,Holon Energy WP,Colorless E,Rare,EX Dragon Frontiers
1620,101/110,Potion Energy,Colorless E,Uncommon,Legendary Collection
1621,104/123,Rainbow Energy,Colorless E,Uncommon,HeartGold SoulSilver
1622,82/92,React Energy,Colorless E,Uncommon,EX Legend Maker
1623,96/100,Recover Energy,Colorless E,Uncommon,Majestic Dawn
1624,90/102,Rescue Energy,Colorless E,Uncommon,Triumphant
1625,144/144,Retro Energy,Colorless E,Uncommon,Skyridge
1626,95/107,Scramble Energy,Colorless E,Uncommon,EX Deoxys
1627,89/101,Scramble Energy,Colorless E,Uncommon,EX Dragon Frontiers
1628,101/111,SP Energy,Colorless E,Uncommon,Rising Rivals
1629,102/111,Upper Energy,Colorless E,Uncommon,Rising Rivals
1630,147/147,Warp Energy,Colorless E,Uncommon,Aquapolis
1631,100/115,Warp Energy,Colorless E,Uncommon,EX Unseen Forces
1632,91/108,Warp Energy,Colorless E,Uncommon,EX Power Keepers
1633,95/100,Warp Energy,Colorless E,Uncommon,Stormfront
1634,89/90,Rayquaza & Deoxys LEGEND,ColorlessPsychic,Rare Holo LEGEND,Undaunted
1635,90/90,Rayquaza & Deoxys LEGEND,ColorlessPsychic,Rare Holo LEGEND,Undaunted
1636,1/97,Absol,Darkness,Rare Holo,EX Dragon
1637,96/95,Absol,Darkness,Rare Holo,EX Team Magma VS Team Aqua
1638,15/92,Absol,Darkness,Rare,EX Legend Maker
1639,18/110,Absol,Darkness,Rare,EX Holon Phantoms
1640,21/132,Absol,Darkness,Rare,Secret Wonders
1641,91/102,Absol,Darkness,SuperRare Holo,Triumphant
1642,92/108,Absol ex,Darkness,Rare Holo ex,EX Power Keepers
1643,1/147,Absol Pokémon G,Darkness,Rare Holo,Supreme Victors
1644,141/147,Absol Pokémon G LV.X,Darkness,Rare Holo LV.X,Supreme Victors
1645,27/108,Cacturne,Darkness,Uncommon,EX Power Keepers
1646,34/106,Cacturne,Darkness,Uncommon,Great Encounters
1647,56/107,Carvanha,Darkness,Common,EX Deoxys
1648,47/108,Carvanha,Darkness,Common,EX Power Keepers
1649,81/132,Carvanha,Darkness,Common,Secret Wonders
1650,58/111,Carvanha,Darkness,Common,Rising Rivals
1651,59/102,Carvanha,Darkness,Common,Triumphant
1652,100/101,Charizard Star δ,Darkness,ShinyRare Holo,EX Dragon Frontiers
1653,6/107,Crawdaunt,Darkness,Rare Holo,EX Deoxys
1654,23/147,Crawdaunt Pokémon G,Darkness,Rare,Supreme Victors
1655,31/109,Dark Dragonair,Darkness,Uncommon,EX Team Rocket Returns
1656,32/109,Dark Dragonair,Darkness,Uncommon,EX Team Rocket Returns
1657,15/109,Dark Dragonite,Darkness,Rare,EX Team Rocket Returns
1658,17/109,Dark Raticate,Darkness,Rare,EX Team Rocket Returns
1659,19/109,Dark Tyranitar,Darkness,Rare,EX Team Rocket Returns
1660,3/106,Darkrai,Darkness,Rare Holo,Great Encounters
1661,4/106,Darkrai,Darkness,Rare Holo,Great Encounters
1662,3/100,Darkrai,Darkness,Rare Holo,Majestic Dawn
1663,104/106,Darkrai LV.X,Darkness,Rare Holo LV.X,Great Encounters
1664,3/111,Darkrai Pokémon G,Darkness,Rare Holo,Rising Rivals
1665,3/110,Deoxys δ [Attack],Darkness,Rare Holo,EX Holon Phantoms
1666,15/100,Drapion,Darkness,Rare,Stormfront
1667,4/102,Drapion,Darkness,Rare Holo,Triumphant
1668,123/127,Drapion LV.X,Darkness,Rare Holo LV.X,Platinum
1669,17/111,Drapion Pokémon 4,Darkness,Rare,Rising Rivals
1670,10/123,Honchkrow,Darkness,Rare Holo,Mysterious Treasures
1671,29/147,Honchkrow,Darkness,Rare,Supreme Victors
1672,15/90,Honchkrow,Darkness,Rare,Undaunted
1673,16/90,Honchkrow,Darkness,Rare,Undaunted
1674,132/132,Honchkrow LV.X,Darkness,Rare Holo LV.X,Secret Wonders
1675,77/127,Honchkrow Pokémon G,Darkness,Common,Platinum
1676,H11/H32,Houndoom,Darkness,Rare Holo,Aquapolis
1677,15/147,Houndoom,Darkness,Rare,Aquapolis
1678,H11/H32,Houndoom,Darkness,Rare Holo,Skyridge
1679,12/144,Houndoom,Darkness,Rare,Skyridge
1680,34/97,Houndoom,Darkness,Uncommon,EX Dragon
1681,18/106,Houndoom,Darkness,Rare,Great Encounters
1682,5/90,Houndoom,Darkness,Rare Holo,Undaunted
1683,82/90,Houndoom,Darkness,SuperRare Holo,Undaunted
1684,10/95,Houndoom,Darkness,Rare Holo,Call of Legends
1685,65/111,Houndoom Pokémon 4,Darkness,Common,Rising Rivals
1686,113/165,Houndour,Darkness,Common,Expedition Base Set
1687,87/147,Houndour,Darkness,Common,Aquapolis
1688,59/97,Houndour,Darkness,Common,EX Dragon
1689,103/146,Houndour,Darkness,Common,Legends Awakened
1690,53/90,Houndour,Darkness,Common,Undaunted
1691,54/90,Houndour,Darkness,Common,Undaunted
1692,59/95,Houndour,Darkness,Common,Call of Legends
1693,67/114,Liepard,Darkness,Rare,Black White
1694,65/98,Liepard,Darkness,Rare,Emerging Powers
1695,68/110,Lileep δ,Darkness,Common,EX Holon Phantoms
1696,73/114,Mandibuzz,Darkness,Rare,Black White
1697,69/98,Mandibuzz,Darkness,Rare,Emerging Powers
1698,10/109,Mightyena,Darkness,Rare Holo,EX Ruby and Sapphire
1699,42/109,Mightyena,Darkness,Uncommon,EX Ruby and Sapphire
1700,12/107,Mightyena,Darkness,Rare Holo,EX Deoxys
1701,18/108,Mightyena,Darkness,Rare,EX Power Keepers
1702,66/146,Mightyena,Darkness,Uncommon,Legends Awakened
1703,54/127,Mightyena,Darkness,Uncommon,Platinum
1704,101/110,Mightyena ex,Darkness,Rare Holo ex,EX Holon Phantoms
1705,79/144,Murkrow,Darkness,Common,Skyridge
1706,47/100,Murkrow,Darkness,Uncommon,EX Sandstorm
1707,30/115,Murkrow,Darkness,Rare,EX Unseen Forces
1708,90/123,Murkrow,Darkness,Common,Mysterious Treasures
1709,95/132,Murkrow,Darkness,Common,Secret Wonders
1710,72/147,Murkrow,Darkness,Uncommon,Supreme Victors
1711,58/90,Murkrow,Darkness,Common,Undaunted
1712,59/90,Murkrow,Darkness,Common,Undaunted
1713,55/101,Natu δ,Darkness,Common,EX Dragon Frontiers
1714,6/101,Nidoking δ,Darkness,Rare Holo,EX Dragon Frontiers
1715,57/101,Nidoran♂ δ,Darkness,Common,EX Dragon Frontiers
1716,35/101,Nidorino δ,Darkness,Uncommon,EX Dragon Frontiers
1717,45/101,Nuzleaf,Darkness,Uncommon,EX Hidden Legends
1718,41/92,Nuzleaf,Darkness,Uncommon,EX Legend Maker
1719,39/100,Nuzleaf,Darkness,Uncommon,EX Crystal Guardians
1720,36/108,Nuzleaf,Darkness,Uncommon,EX Power Keepers
1721,57/130,Nuzleaf,Darkness,Uncommon,Diamond and Pearl
1722,75/111,Nuzleaf,Darkness,Common,Rising Rivals
1723,63/109,Poochyena,Darkness,Common,EX Ruby and Sapphire
1724,64/109,Poochyena,Darkness,Common,EX Ruby and Sapphire
1725,65/109,Poochyena,Darkness,Common,EX Ruby and Sapphire
1726,70/107,Poochyena,Darkness,Common,EX Deoxys
1727,79/113,Poochyena,Darkness,Common,EX Delta Species
1728,80/110,Poochyena,Darkness,Common,EX Holon Phantoms
1729,58/108,Poochyena,Darkness,Common,EX Power Keepers
1730,116/146,Poochyena,Darkness,Common,Legends Awakened
1731,86/127,Poochyena,Darkness,Common,Platinum
1732,66/114,Purrloin,Darkness,Common,Black White
1733,64/98,Purrloin,Darkness,Common,Emerging Powers
1734,96/109,Rocket's Articuno ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1735,97/109,Rocket's Entei ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1736,98/109,Rocket's Hitmonchan ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1737,46/109,Rocket's Meowth,Darkness,Uncommon,EX Team Rocket Returns
1738,99/109,Rocket's Mewtwo ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1739,100/109,Rocket's Moltres ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1740,116/115,Rocket's Persian ex,Darkness,Rare Holo ex,EX Unseen Forces
1741,108/107,Rocket's Raikou ex,Darkness,Rare Holo ex,EX Deoxys
1742,101/109,Rocket's Scizor ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1743,102/109,Rocket's Scyther ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1744,103/109,Rocket's Sneasel ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1745,104/109,Rocket's Snorlax ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1746,105/109,Rocket's Suicune ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1747,47/109,Rocket's Wobbuffet,Darkness,Uncommon,EX Team Rocket Returns
1748,106/109,Rocket's Zapdos ex,Darkness,Rare Holo ex,EX Team Rocket Returns
1749,10/100,Sableye,Darkness,Rare Holo,EX Sandstorm
1750,23/107,Sableye,Darkness,Rare,EX Deoxys
1751,31/110,Sableye,Darkness,Rare,EX Holon Phantoms
1752,10/100,Sableye,Darkness,Rare Holo,EX Crystal Guardians
1753,63/132,Sableye,Darkness,Uncommon,Secret Wonders
1754,48/100,Sableye,Darkness,Uncommon,Stormfront
1755,35/90,Sableye,Darkness,Uncommon,Undaunted
1756,41/147,Sableye Pokémon G,Darkness,Rare,Supreme Victors
1757,69/114,Scrafty,Darkness,Rare,Black White
1758,68/114,Scraggy,Darkness,Common,Black White
1759,38/108,Sharpedo,Darkness,Uncommon,EX Power Keepers
1760,37/132,Sharpedo,Darkness,Rare,Secret Wonders
1761,49/111,Sharpedo,Darkness,Uncommon,Rising Rivals
1762,30/102,Sharpedo,Darkness,Rare,Triumphant
1763,104/107,Sharpedo ex,Darkness,Rare Holo ex,EX Deoxys
1764,14/101,Shiftry,Darkness,Rare Holo,EX Hidden Legends
1765,12/92,Shiftry,Darkness,Rare Holo,EX Legend Maker
1766,14/130,Shiftry,Darkness,Rare Holo,Diamond and Pearl
1767,13/111,Shiftry,Darkness,Rare Holo,Rising Rivals
1768,97/100,Shiftry ex,Darkness,Rare Holo ex,EX Crystal Guardians
1769,97/108,Shiftry ex,Darkness,Rare Holo ex,EX Power Keepers
1770,113/105,Shining Tyranitar,Darkness,Shining Holo,Neo Destiny
1771,15/130,Skuntank,Darkness,Rare Holo,Diamond and Pearl
1772,26/100,Skuntank,Darkness,Rare,Stormfront
